player,trial,stone_type,result,result_N,result_R,result_SR,result_SSR
14,60,Free,R,0,1,0,0
14,61,Paid,SR,0,0,1,0
14,62,Free,R,0,1,0,0
14,63,Paid,N,1,0,0,0
14,64,Paid,N,1,0,0,0
14,65,Free,R,0,1,0,0
14,66,Free,R,0,1,0,0
14,67,Free,N,1,0,0,0
14,68,Free,N,1,0,0,0
14,69,Free,R,0,1,0,0
14,70,Free,R,0,1,0,0
14,71,Paid,SR,0,0,1,0
14,72,Free,N,1,0,0,0
14,73,Free,N,1,0,0,0
14,74,Free,N,1,0,0,0
14,75,Paid,R,0,1,0,0
14,76,Paid,SR,0,0,1,0
14,77,Free,N,1,0,0,0
14,78,Free,R,0,1,0,0
14,79,Paid,N,1,0,0,0
14,80,Free,N,1,0,0,0
14,81,Free,SR,0,0,1,0
14,82,Free,N,1,0,0,0
14,83,Paid,SR,0,0,1,0
14,84,Free,R,0,1,0,0
14,85,Free,N,1,0,0,0
15,1,Free,N,1,0,0,0
15,2,Free,R,0,1,0,0
15,3,Free,N,1,0,0,0
15,4,Free,R,0,1,0,0
15,5,Free,SR,0,0,1,0
15,6,Free,R,0,1,0,0
15,7,Free,SSR,0,0,0,1
15,8,Free,R,0,1,0,0
15,9,Free,N,1,0,0,0
15,10,Free,SR,0,0,1,0
15,11,Free,SSR,0,0,0,1
15,12,Free,N,1,0,0,0
16,1,Free,N,1,0,0,0
16,2,Paid,SR,0,0,1,0
16,3,Free,N,1,0,0,0
16,4,Free,SR,0,0,1,0
16,5,Free,SR,0,0,1,0
16,6,Free,R,0,1,0,0
16,7,Free,SSR,0,0,0,1
16,8,Paid,R,0,1,0,0
16,9,Free,N,1,0,0,0
16,10,Free,N,1,0,0,0
16,11,Paid,N,1,0,0,0
16,12,Free,R,0,1,0,0
16,13,Free,R,0,1,0,0
16,14,Free,N,1,0,0,0
17,1,Free,R,0,1,0,0
17,2,Free,N,1,0,0,0
17,3,Free,N,1,0,0,0
17,4,Free,N,1,0,0,0
17,5,Paid,SR,0,0,1,0
17,6,Paid,R,0,1,0,0
17,7,Paid,N,1,0,0,0
17,8,Free,R,0,1,0,0
17,9,Free,N,1,0,0,0
17,10,Free,SR,0,0,1,0
17,11,Free,N,1,0,0,0
17,12,Free,R,0,1,0,0
17,13,Paid,SR,0,0,1,0
17,14,Free,SR,0,0,1,0
17,15,Free,N,1,0,0,0
17,16,Paid,R,0,1,0,0
17,17,Free,N,1,0,0,0
17,18,Paid,N,1,0,0,0
17,19,Free,R,0,1,0,0
17,20,Free,N,1,0,0,0
17,21,Free,R,0,1,0,0
17,22,Free,R,0,1,0,0
17,23,Free,N,1,0,0,0
17,24,Free,N,1,0,0,0
17,25,Free,N,1,0,0,0
17,26,Free,N,1,0,0,0
17,27,Free,R,0,1,0,0
17,28,Free,N,1,0,0,0
17,29,Paid,R,0,1,0,0
17,30,Free,N,1,0,0,0
17,31,Free,SR,0,0,1,0
17,32,Paid,R,0,1,0,0
17,33,Free,N,1,0,0,0
17,34,Paid,N,1,0,0,0
17,35,Free,N,1,0,0,0
17,36,Free,N,1,0,0,0
17,37,Paid,N,1,0,0,0
17,38,Free,R,0,1,0,0
17,39,Paid,SR,0,0,1,0
17,40,Free,R,0,1,0,0
17,41,Free,N,1,0,0,0
17,42,Free,SR,0,0,1,0
17,43,Paid,N,1,0,0,0
17,44,Free,N,1,0,0,0
17,45,Free,N,1,0,0,0
17,46,Free,R,0,1,0,0
17,47,Paid,N,1,0,0,0
17,48,Free,N,1,0,0,0
17,49,Free,N,1,0,0,0
17,50,Free,R,0,1,0,0
17,51,Paid,SR,0,0,1,0
17,52,Free,R,0,1,0,0
17,53,Paid,N,1,0,0,0
17,54,Free,N,1,0,0,0
17,55,Free,R,0,1,0,0
17,56,Free,N,1,0,0,0
17,57,Free,N,1,0,0,0
17,58,Paid,SSR,0,0,0,1
17,59,Free,N,1,0,0,0
17,60,Free,N,1,0,0,0
17,61,Free,R,0,1,0,0
17,62,Paid,R,0,1,0,0
17,63,Free,N,1,0,0,0
17,64,Free,N,1,0,0,0
17,65,Free,SR,0,0,1,0
17,66,Free,R,0,1,0,0
17,67,Paid,N,1,0,0,0
17,68,Free,SR,0,0,1,0
17,69,Paid,N,1,0,0,0
17,70,Free,N,1,0,0,0
17,71,Free,SR,0,0,1,0
18,1,Free,R,0,1,0,0
18,2,Free,N,1,0,0,0
18,3,Paid,N,1,0,0,0
18,4,Paid,N,1,0,0,0
18,5,Free,N,1,0,0,0
18,6,Paid,R,0,1,0,0
18,7,Free,N,1,0,0,0
18,8,Paid,N,1,0,0,0
18,9,Free,R,0,1,0,0
18,10,Free,N,1,0,0,0
18,11,Paid,N,1,0,0,0
18,12,Free,N,1,0,0,0
18,13,Paid,SR,0,0,1,0
18,14,Free,N,1,0,0,0
18,15,Free,R,0,1,0,0
18,16,Free,N,1,0,0,0
18,17,Free,N,1,0,0,0
18,18,Paid,SR,0,0,1,0
18,19,Paid,N,1,0,0,0
18,20,Paid,N,1,0,0,0
18,21,Paid,R,0,1,0,0
18,22,Free,R,0,1,0,0
18,23,Paid,N,1,0,0,0
18,24,Free,R,0,1,0,0
18,25,Free,R,0,1,0,0
18,26,Free,N,1,0,0,0
18,27,Paid,SR,0,0,1,0
18,28,Free,N,1,0,0,0
18,29,Free,R,0,1,0,0
18,30,Paid,N,1,0,0,0
18,31,Free,N,1,0,0,0
18,32,Free,R,0,1,0,0
18,33,Free,SSR,0,0,0,1
18,34,Paid,SR,0,0,1,0
18,35,Paid,R,0,1,0,0
18,36,Free,N,1,0,0,0
18,37,Free,N,1,0,0,0
18,38,Paid,N,1,0,0,0
18,39,Paid,N,1,0,0,0
18,40,Free,N,1,0,0,0
18,41,Free,N,1,0,0,0
18,42,Free,R,0,1,0,0
18,43,Free,SR,0,0,1,0
18,44,Free,R,0,1,0,0
18,45,Free,R,0,1,0,0
18,46,Paid,N,1,0,0,0
18,47,Paid,R,0,1,0,0
18,48,Free,N,1,0,0,0
18,49,Paid,N,1,0,0,0
18,50,Paid,N,1,0,0,0
18,51,Free,R,0,1,0,0
18,52,Paid,N,1,0,0,0
18,53,Free,N,1,0,0,0
18,54,Free,N,1,0,0,0
18,55,Free,N,1,0,0,0
18,56,Paid,R,0,1,0,0
18,57,Paid,SR,0,0,1,0
18,58,Free,N,1,0,0,0
18,59,Paid,SSR,0,0,0,1
18,60,Free,R,0,1,0,0
18,61,Paid,N,1,0,0,0
18,62,Free,SSR,0,0,0,1
18,63,Free,R,0,1,0,0
18,64,Free,N,1,0,0,0
18,65,Paid,N,1,0,0,0
18,66,Free,SR,0,0,1,0
18,67,Free,N,1,0,0,0
18,68,Free,N,1,0,0,0
18,69,Free,N,1,0,0,0
18,70,Free,R,0,1,0,0
18,71,Free,N,1,0,0,0
18,72,Free,SSR,0,0,0,1
18,73,Paid,R,0,1,0,0
18,74,Paid,N,1,0,0,0
18,75,Free,N,1,0,0,0
18,76,Free,R,0,1,0,0
18,77,Paid,SR,0,0,1,0
18,78,Paid,R,0,1,0,0
18,79,Free,N,1,0,0,0
18,80,Free,N,1,0,0,0
18,81,Paid,R,0,1,0,0
18,82,Paid,N,1,0,0,0
18,83,Paid,N,1,0,0,0
18,84,Free,N,1,0,0,0
18,85,Free,N,1,0,0,0
18,86,Free,N,1,0,0,0
18,87,Paid,N,1,0,0,0
18,88,Free,N,1,0,0,0
18,89,Free,N,1,0,0,0
18,90,Free,N,1,0,0,0
18,91,Free,N,1,0,0,0
18,92,Free,N,1,0,0,0
18,93,Free,SR,0,0,1,0
18,94,Paid,R,0,1,0,0
18,95,Free,N,1,0,0,0
18,96,Free,N,1,0,0,0
18,97,Free,N,1,0,0,0
18,98,Free,SR,0,0,1,0
19,1,Free,R,0,1,0,0
19,2,Free,SR,0,0,1,0
19,3,Free,N,1,0,0,0
19,4,Paid,N,1,0,0,0
19,5,Free,SR,0,0,1,0
19,6,Free,R,0,1,0,0
19,7,Free,N,1,0,0,0
19,8,Paid,R,0,1,0,0
19,9,Free,N,1,0,0,0
19,10,Paid,N,1,0,0,0
19,11,Free,SR,0,0,1,0
19,12,Paid,N,1,0,0,0
19,13,Free,R,0,1,0,0
19,14,Free,R,0,1,0,0
19,15,Paid,N,1,0,0,0
19,16,Paid,N,1,0,0,0
19,17,Free,N,1,0,0,0
19,18,Free,N,1,0,0,0
19,19,Free,N,1,0,0,0
19,20,Free,N,1,0,0,0
19,21,Free,N,1,0,0,0
19,22,Free,SR,0,0,1,0
19,23,Free,N,1,0,0,0
19,24,Free,SSR,0,0,0,1
19,25,Free,R,0,1,0,0
19,26,Paid,N,1,0,0,0
19,27,Paid,SR,0,0,1,0
19,28,Free,SR,0,0,1,0
19,29,Free,N,1,0,0,0
19,30,Free,SR,0,0,1,0
19,31,Paid,N,1,0,0,0
19,32,Free,N,1,0,0,0
19,33,Free,N,1,0,0,0
19,34,Paid,R,0,1,0,0
19,35,Paid,N,1,0,0,0
19,36,Free,R,0,1,0,0
19,37,Free,N,1,0,0,0
19,38,Paid,N,1,0,0,0
19,39,Free,N,1,0,0,0
19,40,Free,SR,0,0,1,0
19,41,Free,R,0,1,0,0
19,42,Free,N,1,0,0,0
19,43,Free,SR,0,0,1,0
19,44,Paid,SR,0,0,1,0
19,45,Paid,SR,0,0,1,0
19,46,Paid,N,1,0,0,0
19,47,Free,SR,0,0,1,0
19,48,Paid,R,0,1,0,0
19,49,Free,N,1,0,0,0
19,50,Free,SR,0,0,1,0
19,51,Free,R,0,1,0,0
19,52,Free,SR,0,0,1,0
19,53,Paid,R,0,1,0,0
19,54,Paid,R,0,1,0,0
19,55,Free,R,0,1,0,0
19,56,Free,N,1,0,0,0
19,57,Free,R,0,1,0,0
19,58,Free,N,1,0,0,0
19,59,Paid,R,0,1,0,0
19,60,Free,N,1,0,0,0
19,61,Paid,N,1,0,0,0
19,62,Free,R,0,1,0,0
19,63,Free,N,1,0,0,0
19,64,Paid,N,1,0,0,0
19,65,Paid,N,1,0,0,0
19,66,Free,SR,0,0,1,0
19,67,Paid,N,1,0,0,0
19,68,Free,N,1,0,0,0
19,69,Paid,R,0,1,0,0
19,70,Free,SR,0,0,1,0
19,71,Paid,N,1,0,0,0
19,72,Free,N,1,0,0,0
19,73,Free,SSR,0,0,0,1
19,74,Free,N,1,0,0,0
19,75,Free,R,0,1,0,0
19,76,Free,N,1,0,0,0
19,77,Free,SR,0,0,1,0
19,78,Free,N,1,0,0,0
19,79,Free,R,0,1,0,0
19,80,Paid,N,1,0,0,0
19,81,Paid,SSR,0,0,0,1
20,1,Free,N,1,0,0,0
20,2,Free,N,1,0,0,0
20,3,Paid,N,1,0,0,0
20,4,Paid,SSR,0,0,0,1
20,5,Free,N,1,0,0,0
20,6,Free,R,0,1,0,0
20,7,Free,N,1,0,0,0
20,8,Free,N,1,0,0,0
20,9,Paid,SR,0,0,1,0
20,10,Free,N,1,0,0,0
20,11,Free,SR,0,0,1,0
20,12,Free,N,1,0,0,0
20,13,Free,R,0,1,0,0
20,14,Paid,N,1,0,0,0
20,15,Paid,R,0,1,0,0
20,16,Free,N,1,0,0,0
20,17,Free,N,1,0,0,0
20,18,Free,N,1,0,0,0
21,1,Free,N,1,0,0,0
21,2,Paid,R,0,1,0,0
21,3,Free,R,0,1,0,0
21,4,Free,N,1,0,0,0
21,5,Free,SR,0,0,1,0
21,6,Free,SR,0,0,1,0
21,7,Paid,N,1,0,0,0
21,8,Paid,R,0,1,0,0
21,9,Free,N,1,0,0,0
21,10,Free,N,1,0,0,0
21,11,Free,R,0,1,0,0
21,12,Free,R,0,1,0,0
21,13,Free,R,0,1,0,0
21,14,Paid,R,0,1,0,0
21,15,Free,N,1,0,0,0
21,16,Free,R,0,1,0,0
21,17,Free,N,1,0,0,0
21,18,Free,SR,0,0,1,0
21,19,Free,R,0,1,0,0
21,20,Paid,N,1,0,0,0
21,21,Free,N,1,0,0,0
21,22,Free,R,0,1,0,0
21,23,Free,N,1,0,0,0
21,24,Free,R,0,1,0,0
21,25,Paid,R,0,1,0,0
22,1,Free,SSR,0,0,0,1
22,2,Free,N,1,0,0,0
22,3,Paid,R,0,1,0,0
22,4,Free,N,1,0,0,0
22,5,Free,N,1,0,0,0
22,6,Free,N,1,0,0,0
22,7,Free,N,1,0,0,0
22,8,Paid,SR,0,0,1,0
22,9,Free,R,0,1,0,0
22,10,Free,N,1,0,0,0
23,1,Free,N,1,0,0,0
23,2,Free,N,1,0,0,0
23,3,Free,N,1,0,0,0
23,4,Paid,N,1,0,0,0
23,5,Free,N,1,0,0,0
23,6,Paid,SR,0,0,1,0
23,7,Free,N,1,0,0,0
23,8,Free,N,1,0,0,0
23,9,Free,N,1,0,0,0
23,10,Free,N,1,0,0,0
23,11,Paid,N,1,0,0,0
23,12,Paid,R,0,1,0,0
23,13,Paid,N,1,0,0,0
23,14,Free,N,1,0,0,0
23,15,Free,R,0,1,0,0
23,16,Free,R,0,1,0,0
23,17,Free,R,0,1,0,0
23,18,Paid,N,1,0,0,0
23,19,Free,N,1,0,0,0
23,20,Paid,R,0,1,0,0
23,21,Free,R,0,1,0,0
23,22,Paid,N,1,0,0,0
23,23,Paid,R,0,1,0,0
23,24,Paid,SR,0,0,1,0
23,25,Paid,N,1,0,0,0
23,26,Free,R,0,1,0,0
23,27,Free,N,1,0,0,0
23,28,Free,R,0,1,0,0
23,29,Free,N,1,0,0,0
23,30,Paid,N,1,0,0,0
23,31,Free,R,0,1,0,0
23,32,Paid,N,1,0,0,0
23,33,Free,SR,0,0,1,0
23,34,Paid,SR,0,0,1,0
23,35,Free,N,1,0,0,0
23,36,Free,R,0,1,0,0
23,37,Paid,R,0,1,0,0
23,38,Free,N,1,0,0,0
23,39,Free,R,0,1,0,0
23,40,Free,SR,0,0,1,0
23,41,Free,N,1,0,0,0
23,42,Free,SSR,0,0,0,1
23,43,Paid,R,0,1,0,0
23,44,Free,SR,0,0,1,0
23,45,Paid,N,1,0,0,0
23,46,Paid,N,1,0,0,0
23,47,Paid,SSR,0,0,0,1
23,48,Free,N,1,0,0,0
23,49,Free,N,1,0,0,0
23,50,Free,N,1,0,0,0
23,51,Free,SSR,0,0,0,1
23,52,Free,SSR,0,0,0,1
23,53,Free,N,1,0,0,0
23,54,Free,N,1,0,0,0
23,55,Paid,N,1,0,0,0
23,56,Free,SR,0,0,1,0
23,57,Free,SR,0,0,1,0
23,58,Free,SR,0,0,1,0
23,59,Free,N,1,0,0,0
23,60,Free,R,0,1,0,0
23,61,Free,N,1,0,0,0
24,1,Paid,N,1,0,0,0
24,2,Free,SR,0,0,1,0
24,3,Paid,SSR,0,0,0,1
24,4,Free,N,1,0,0,0
24,5,Free,R,0,1,0,0
24,6,Free,R,0,1,0,0
24,7,Free,R,0,1,0,0
24,8,Paid,R,0,1,0,0
24,9,Free,SR,0,0,1,0
24,10,Free,N,1,0,0,0
24,11,Paid,R,0,1,0,0
24,12,Paid,N,1,0,0,0
24,13,Paid,R,0,1,0,0
24,14,Free,N,1,0,0,0
24,15,Paid,R,0,1,0,0
24,16,Paid,N,1,0,0,0
24,17,Paid,SSR,0,0,0,1
24,18,Paid,R,0,1,0,0
24,19,Free,R,0,1,0,0
24,20,Free,R,0,1,0,0
24,21,Free,SSR,0,0,0,1
24,22,Free,N,1,0,0,0
24,23,Free,N,1,0,0,0
24,24,Free,SR,0,0,1,0
24,25,Free,N,1,0,0,0
24,26,Free,N,1,0,0,0
24,27,Paid,N,1,0,0,0
24,28,Paid,N,1,0,0,0
24,29,Free,N,1,0,0,0
24,30,Free,R,0,1,0,0
24,31,Free,N,1,0,0,0
24,32,Paid,R,0,1,0,0
24,33,Free,SR,0,0,1,0
24,34,Free,SR,0,0,1,0
24,35,Paid,N,1,0,0,0
24,36,Paid,N,1,0,0,0
24,37,Free,SR,0,0,1,0
24,38,Paid,SR,0,0,1,0
24,39,Paid,SR,0,0,1,0
24,40,Free,N,1,0,0,0
24,41,Paid,N,1,0,0,0
24,42,Free,R,0,1,0,0
24,43,Free,N,1,0,0,0
24,44,Paid,N,1,0,0,0
24,45,Paid,R,0,1,0,0
24,46,Free,N,1,0,0,0
24,47,Paid,N,1,0,0,0
24,48,Free,R,0,1,0,0
24,49,Paid,N,1,0,0,0
24,50,Paid,N,1,0,0,0
24,51,Free,N,1,0,0,0
24,52,Free,R,0,1,0,0
24,53,Paid,SR,0,0,1,0
24,54,Free,R,0,1,0,0
24,55,Paid,N,1,0,0,0
24,56,Paid,N,1,0,0,0
24,57,Paid,R,0,1,0,0
24,58,Paid,R,0,1,0,0
24,59,Free,N,1,0,0,0
24,60,Free,N,1,0,0,0
24,61,Free,SR,0,0,1,0
24,62,Free,N,1,0,0,0
24,63,Free,N,1,0,0,0
24,64,Free,R,0,1,0,0
25,1,Free,N,1,0,0,0
25,2,Paid,SSR,0,0,0,1
25,3,Free,N,1,0,0,0
25,4,Free,N,1,0,0,0
25,5,Free,N,1,0,0,0
25,6,Free,N,1,0,0,0
25,7,Free,R,0,1,0,0
25,8,Free,N,1,0,0,0
25,9,Free,R,0,1,0,0
25,10,Paid,N,1,0,0,0
25,11,Free,N,1,0,0,0
25,12,Free,R,0,1,0,0
25,13,Free,R,0,1,0,0
25,14,Free,N,1,0,0,0
25,15,Free,N,1,0,0,0
25,16,Paid,N,1,0,0,0
25,17,Free,R,0,1,0,0
25,18,Free,N,1,0,0,0
25,19,Free,SR,0,0,1,0
25,20,Paid,R,0,1,0,0
25,21,Paid,N,1,0,0,0
25,22,Free,SSR,0,0,0,1
26,1,Paid,R,0,1,0,0
26,2,Paid,SR,0,0,1,0
26,3,Free,N,1,0,0,0
26,4,Free,SR,0,0,1,0
26,5,Paid,N,1,0,0,0
26,6,Paid,N,1,0,0,0
26,7,Paid,N,1,0,0,0
26,8,Paid,R,0,1,0,0
26,9,Free,N,1,0,0,0
26,10,Paid,SR,0,0,1,0
26,11,Free,SR,0,0,1,0
26,12,Free,SR,0,0,1,0
26,13,Paid,N,1,0,0,0
26,14,Free,N,1,0,0,0
26,15,Paid,R,0,1,0,0
26,16,Paid,N,1,0,0,0
26,17,Free,N,1,0,0,0
26,18,Free,N,1,0,0,0
26,19,Free,N,1,0,0,0
26,20,Free,R,0,1,0,0
26,21,Free,N,1,0,0,0
26,22,Free,SR,0,0,1,0
26,23,Free,R,0,1,0,0
26,24,Free,N,1,0,0,0
26,25,Free,N,1,0,0,0
26,26,Free,N,1,0,0,0
26,27,Paid,N,1,0,0,0
26,28,Free,R,0,1,0,0
26,29,Free,R,0,1,0,0
26,30,Paid,N,1,0,0,0
26,31,Free,R,0,1,0,0
26,32,Paid,N,1,0,0,0
26,33,Free,N,1,0,0,0
26,34,Paid,SR,0,0,1,0
26,35,Free,N,1,0,0,0
26,36,Free,SR,0,0,1,0
26,37,Free,SR,0,0,1,0
26,38,Free,N,1,0,0,0
26,39,Free,R,0,1,0,0
26,40,Paid,N,1,0,0,0
26,41,Paid,N,1,0,0,0
26,42,Free,N,1,0,0,0
26,43,Paid,N,1,0,0,0
26,44,Free,N,1,0,0,0
26,45,Free,R,0,1,0,0
26,46,Free,N,1,0,0,0
26,47,Free,R,0,1,0,0
26,48,Free,R,0,1,0,0
26,49,Paid,N,1,0,0,0
26,50,Paid,N,1,0,0,0
26,51,Free,R,0,1,0,0
26,52,Free,R,0,1,0,0
26,53,Paid,N,1,0,0,0
26,54,Free,N,1,0,0,0
26,55,Free,N,1,0,0,0
26,56,Paid,N,1,0,0,0
26,57,Paid,SR,0,0,1,0
26,58,Paid,N,1,0,0,0
26,59,Free,N,1,0,0,0
26,60,Paid,N,1,0,0,0
26,61,Paid,R,0,1,0,0
26,62,Free,SR,0,0,1,0
26,63,Paid,SR,0,0,1,0
26,64,Free,N,1,0,0,0
26,65,Free,N,1,0,0,0
26,66,Paid,N,1,0,0,0
26,67,Free,R,0,1,0,0
26,68,Paid,R,0,1,0,0
26,69,Paid,N,1,0,0,0
26,70,Free,R,0,1,0,0
26,71,Free,R,0,1,0,0
26,72,Paid,N,1,0,0,0
26,73,Free,SR,0,0,1,0
26,74,Free,N,1,0,0,0
26,75,Free,N,1,0,0,0
26,76,Paid,N,1,0,0,0
26,77,Free,N,1,0,0,0
26,78,Free,R,0,1,0,0
26,79,Free,R,0,1,0,0
26,80,Paid,N,1,0,0,0
26,81,Paid,N,1,0,0,0
26,82,Free,N,1,0,0,0
26,83,Free,N,1,0,0,0
26,84,Free,N,1,0,0,0
26,85,Free,R,0,1,0,0
26,86,Paid,N,1,0,0,0
26,87,Paid,N,1,0,0,0
26,88,Paid,N,1,0,0,0
26,89,Paid,N,1,0,0,0
26,90,Free,N,1,0,0,0
26,91,Free,R,0,1,0,0
26,92,Paid,N,1,0,0,0
27,1,Free,N,1,0,0,0
27,2,Paid,SR,0,0,1,0
27,3,Free,SSR,0,0,0,1
27,4,Free,R,0,1,0,0
27,5,Free,SR,0,0,1,0
27,6,Free,N,1,0,0,0
27,7,Paid,R,0,1,0,0
27,8,Free,SR,0,0,1,0
27,9,Paid,R,0,1,0,0
27,10,Paid,N,1,0,0,0
27,11,Free,SR,0,0,1,0
27,12,Free,N,1,0,0,0
27,13,Free,SR,0,0,1,0
27,14,Free,R,0,1,0,0
27,15,Free,N,1,0,0,0
27,16,Free,R,0,1,0,0
27,17,Free,N,1,0,0,0
27,18,Paid,R,0,1,0,0
27,19,Free,N,1,0,0,0
27,20,Free,SR,0,0,1,0
27,21,Free,N,1,0,0,0
27,22,Free,N,1,0,0,0
27,23,Free,N,1,0,0,0
27,24,Free,N,1,0,0,0
27,25,Free,R,0,1,0,0
27,26,Free,N,1,0,0,0
27,27,Free,SR,0,0,1,0
27,28,Free,N,1,0,0,0
27,29,Free,N,1,0,0,0
27,30,Free,N,1,0,0,0
27,31,Free,N,1,0,0,0
27,32,Free,SR,0,0,1,0
27,33,Free,N,1,0,0,0
27,34,Paid,SR,0,0,1,0
27,35,Free,N,1,0,0,0
27,36,Free,N,1,0,0,0
27,37,Free,SR,0,0,1,0
27,38,Free,N,1,0,0,0
27,39,Free,N,1,0,0,0
27,40,Free,N,1,0,0,0
27,41,Paid,N,1,0,0,0
27,42,Paid,N,1,0,0,0
27,43,Free,N,1,0,0,0
27,44,Free,N,1,0,0,0
27,45,Paid,SSR,0,0,0,1
27,46,Paid,N,1,0,0,0
27,47,Paid,N,1,0,0,0
27,48,Free,N,1,0,0,0
27,49,Free,SR,0,0,1,0
27,50,Free,SR,0,0,1,0
27,51,Paid,N,1,0,0,0
27,52,Free,SR,0,0,1,0
27,53,Free,N,1,0,0,0
27,54,Paid,N,1,0,0,0
27,55,Free,N,1,0,0,0
27,56,Paid,SSR,0,0,0,1
27,57,Paid,N,1,0,0,0
27,58,Free,N,1,0,0,0
27,59,Free,SR,0,0,1,0
27,60,Free,N,1,0,0,0
27,61,Free,SR,0,0,1,0
27,62,Free,SR,0,0,1,0
27,63,Free,N,1,0,0,0
27,64,Paid,R,0,1,0,0
27,65,Paid,N,1,0,0,0
27,66,Free,N,1,0,0,0
27,67,Free,SR,0,0,1,0
27,68,Paid,SR,0,0,1,0
27,69,Free,R,0,1,0,0
27,70,Free,N,1,0,0,0
27,71,Free,N,1,0,0,0
27,72,Paid,N,1,0,0,0
27,73,Free,SR,0,0,1,0
27,74,Paid,R,0,1,0,0
27,75,Paid,N,1,0,0,0
27,76,Free,SSR,0,0,0,1
27,77,Free,N,1,0,0,0
27,78,Paid,R,0,1,0,0
27,79,Free,N,1,0,0,0
28,1,Paid,N,1,0,0,0
28,2,Paid,SR,0,0,1,0
28,3,Free,SR,0,0,1,0
28,4,Free,SR,0,0,1,0
28,5,Free,R,0,1,0,0
28,6,Free,N,1,0,0,0
28,7,Free,R,0,1,0,0
28,8,Paid,SR,0,0,1,0
28,9,Free,N,1,0,0,0
28,10,Paid,R,0,1,0,0
28,11,Paid,N,1,0,0,0
28,12,Paid,N,1,0,0,0
29,1,Free,SR,0,0,1,0
29,2,Paid,SR,0,0,1,0
29,3,Free,N,1,0,0,0
29,4,Free,N,1,0,0,0
29,5,Free,N,1,0,0,0
29,6,Free,N,1,0,0,0
29,7,Free,N,1,0,0,0
29,8,Free,R,0,1,0,0
29,9,Paid,N,1,0,0,0
29,10,Free,SR,0,0,1,0
29,11,Free,R,0,1,0,0
29,12,Free,N,1,0,0,0
29,13,Free,SSR,0,0,0,1
29,14,Free,N,1,0,0,0
29,15,Paid,R,0,1,0,0
29,16,Paid,SR,0,0,1,0
29,17,Paid,R,0,1,0,0
29,18,Free,N,1,0,0,0
29,19,Paid,R,0,1,0,0
29,20,Free,R,0,1,0,0
29,21,Free,N,1,0,0,0
29,22,Free,R,0,1,0,0
29,23,Free,R,0,1,0,0
29,24,Free,R,0,1,0,0
29,25,Paid,N,1,0,0,0
29,26,Free,N,1,0,0,0
29,27,Paid,N,1,0,0,0
29,28,Free,N,1,0,0,0
29,29,Free,N,1,0,0,0
29,30,Free,R,0,1,0,0
29,31,Free,SSR,0,0,0,1
29,32,Paid,R,0,1,0,0
29,33,Free,N,1,0,0,0
29,34,Paid,SR,0,0,1,0
29,35,Free,N,1,0,0,0
29,36,Free,N,1,0,0,0
29,37,Free,SR,0,0,1,0
29,38,Free,R,0,1,0,0
29,39,Free,N,1,0,0,0
29,40,Free,N,1,0,0,0
29,41,Free,SR,0,0,1,0
29,42,Free,N,1,0,0,0
29,43,Paid,N,1,0,0,0
29,44,Free,N,1,0,0,0
29,45,Free,N,1,0,0,0
30,1,Free,R,0,1,0,0
30,2,Free,N,1,0,0,0
30,3,Free,N,1,0,0,0
30,4,Free,N,1,0,0,0
30,5,Paid,N,1,0,0,0
30,6,Free,SR,0,0,1,0
30,7,Free,N,1,0,0,0
30,8,Paid,SR,0,0,1,0
30,9,Paid,N,1,0,0,0
30,10,Paid,SR,0,0,1,0
30,11,Free,R,0,1,0,0
30,12,Free,N,1,0,0,0
30,13,Free,N,1,0,0,0
30,14,Free,SSR,0,0,0,1
30,15,Free,N,1,0,0,0
30,16,Paid,N,1,0,0,0
30,17,Free,SR,0,0,1,0
30,18,Paid,N,1,0,0,0
30,19,Free,SR,0,0,1,0
30,20,Paid,R,0,1,0,0
30,21,Free,SR,0,0,1,0
30,22,Free,SR,0,0,1,0
30,23,Free,SSR,0,0,0,1
30,24,Free,N,1,0,0,0
30,25,Free,SR,0,0,1,0
30,26,Free,N,1,0,0,0
30,27,Paid,N,1,0,0,0
30,28,Free,N,1,0,0,0
30,29,Free,SR,0,0,1,0
30,30,Paid,N,1,0,0,0
30,31,Paid,SR,0,0,1,0
30,32,Free,N,1,0,0,0
31,1,Paid,N,1,0,0,0
31,2,Paid,R,0,1,0,0
31,3,Paid,N,1,0,0,0
31,4,Free,N,1,0,0,0
31,5,Paid,N,1,0,0,0
31,6,Free,SR,0,0,1,0
31,7,Free,R,0,1,0,0
31,8,Free,N,1,0,0,0
31,9,Paid,R,0,1,0,0
31,10,Free,N,1,0,0,0
31,11,Free,R,0,1,0,0
31,12,Free,N,1,0,0,0
31,13,Paid,N,1,0,0,0
31,14,Free,N,1,0,0,0
31,15,Free,N,1,0,0,0
31,16,Free,N,1,0,0,0
31,17,Free,N,1,0,0,0
31,18,Free,N,1,0,0,0
31,19,Free,SR,0,0,1,0
31,20,Free,N,1,0,0,0
31,21,Free,R,0,1,0,0
31,22,Free,SR,0,0,1,0
31,23,Free,N,1,0,0,0
31,24,Free,N,1,0,0,0
31,25,Free,N,1,0,0,0
31,26,Free,N,1,0,0,0
31,27,Free,N,1,0,0,0
31,28,Free,SR,0,0,1,0
31,29,Free,R,0,1,0,0
31,30,Free,N,1,0,0,0
31,31,Paid,N,1,0,0,0
31,32,Free,N,1,0,0,0
31,33,Free,SR,0,0,1,0
