player,trial,stone_type,result
4,413,free,N
4,414,free,SR
4,415,free,N
4,416,paid,N
4,417,paid,N
4,418,free,R
4,419,free,R
4,420,free,R
4,421,free,SSR
4,422,free,N
4,423,free,N
4,424,free,SSR
4,425,free,R
4,426,free,N
4,427,free,R
4,428,free,R
4,429,free,N
4,430,free,N
4,431,free,N
4,432,paid,N
4,433,paid,R
4,434,free,R
4,435,free,N
4,436,free,R
4,437,free,R
4,438,free,N
4,439,free,N
4,440,free,N
4,441,free,R
4,442,free,N
4,443,paid,N
4,444,free,R
4,445,free,N
5,1,free,SR
5,2,free,R
5,3,free,N
5,4,free,R
5,5,free,N
5,6,paid,SSR
5,7,free,N
5,8,paid,R
5,9,paid,SR
5,10,free,R
5,11,paid,N
5,12,free,N
5,13,free,N
5,14,free,N
5,15,paid,N
5,16,paid,R
5,17,free,R
5,18,free,N
5,19,free,R
5,20,free,SR
5,21,free,N
5,22,paid,R
5,23,free,N
5,24,paid,N
5,25,free,SR
5,26,free,N
5,27,free,R
5,28,paid,SR
5,29,free,N
5,30,free,SR
5,31,free,SR
5,32,free,N
5,33,free,N
5,34,free,N
5,35,free,R
5,36,paid,N
5,37,paid,N
5,38,free,R
5,39,free,R
5,40,free,N
5,41,free,N
5,42,free,N
5,43,free,SR
5,44,free,N
5,45,free,N
5,46,free,N
5,47,paid,N
5,48,free,N
5,49,paid,N
5,50,free,N
5,51,free,N
5,52,free,N
5,53,free,N
5,54,free,R
5,55,paid,N
5,56,free,N
5,57,paid,N
5,58,free,N
5,59,free,R
5,60,free,SR
5,61,free,N
5,62,paid,N
5,63,free,SR
5,64,paid,R
5,65,free,SR
5,66,paid,SR
5,67,paid,N
5,68,free,N
5,69,free,N
5,70,free,SR
5,71,free,SR
5,72,free,SR
5,73,free,R
5,74,paid,N
5,75,free,R
5,76,paid,N
5,77,free,SSR
5,78,paid,N
5,79,free,R
5,80,free,SR
5,81,paid,N
5,82,free,R
5,83,free,N
5,84,free,N
5,85,free,N
5,86,free,R
5,87,paid,N
5,88,free,N
5,89,free,N
5,90,free,N
5,91,paid,R
5,92,free,N
5,93,paid,R
5,94,free,SR
5,95,free,N
5,96,free,N
5,97,paid,N
5,98,free,N
5,99,free,R
5,100,free,N
5,101,free,N
5,102,paid,SR
5,103,free,R
5,104,free,N
5,105,paid,R
5,106,free,R
5,107,free,N
5,108,free,N
5,109,free,R
5,110,free,N
5,111,free,SR
5,112,free,N
5,113,paid,R
5,114,free,N
5,115,free,N
5,116,free,N
5,117,paid,SR
5,118,free,N
5,119,paid,R
5,120,paid,N
5,121,free,R
5,122,free,N
5,123,paid,R
5,124,free,N
5,125,free,SR
5,126,free,N
5,127,free,N
5,128,free,R
5,129,free,N
5,130,paid,SR
5,131,free,N
5,132,free,N
5,133,paid,R
5,134,paid,SR
5,135,free,SR
5,136,free,N
5,137,paid,SR
5,138,paid,N
5,139,free,R
5,140,paid,N
5,141,free,N
5,142,free,SR
5,143,free,SR
5,144,paid,SSR
5,145,free,N
5,146,free,N
5,147,free,N
5,148,free,N
5,149,free,R
5,150,paid,SR
5,151,free,SR
5,152,free,N
5,153,free,SR
5,154,free,N
5,155,free,N
5,156,free,SR
5,157,free,N
5,158,free,N
5,159,free,N
5,160,free,N
5,161,free,N
5,162,paid,R
5,163,free,SSR
5,164,free,SR
5,165,free,N
5,166,paid,N
5,167,paid,SR
5,168,free,SR
5,169,free,R
5,170,free,N
5,171,free,SR
5,172,free,N
5,173,free,N
5,174,free,N
5,175,paid,N
5,176,free,R
5,177,free,SR
5,178,free,N
5,179,free,N
5,180,free,R
5,181,free,N
5,182,free,N
5,183,paid,R
5,184,free,SR
5,185,paid,SR
5,186,free,N
5,187,free,SR
5,188,paid,N
5,189,free,N
5,190,paid,N
5,191,paid,N
5,192,paid,R
5,193,paid,N
5,194,free,R
5,195,free,N
5,196,paid,N
5,197,free,SR
5,198,paid,R
5,199,paid,N
5,200,free,N
5,201,free,R
5,202,paid,R
5,203,paid,N
5,204,free,N
5,205,paid,N
5,206,free,R
5,207,free,R
5,208,free,R
5,209,paid,N
5,210,free,SR
5,211,free,N
5,212,paid,N
5,213,paid,N
5,214,paid,N
5,215,free,N
5,216,free,N
5,217,free,N
5,218,free,N
5,219,paid,N
5,220,free,R
5,221,free,N
5,222,free,R
5,223,free,R
5,224,free,N
5,225,free,N
5,226,free,N
5,227,free,SR
5,228,free,R
5,229,free,N
5,230,free,R
5,231,paid,N
5,232,free,R
5,233,paid,SR
5,234,paid,N
5,235,free,R
5,236,paid,N
5,237,free,N
5,238,free,N
5,239,free,R
5,240,paid,R
5,241,free,N
5,242,free,N
5,243,free,N
5,244,free,SR
5,245,free,SR
5,246,free,R
5,247,free,N
5,248,paid,N
5,249,free,R
5,250,paid,N
5,251,free,R
5,252,paid,N
5,253,paid,N
5,254,free,R
5,255,free,N
5,256,free,SSR
5,257,paid,SR
5,258,free,N
5,259,free,N
5,260,free,SR
5,261,free,N
5,262,free,N
5,263,paid,R
5,264,paid,N
5,265,free,SR
5,266,paid,SR
5,267,paid,SR
5,268,paid,SR
5,269,free,N
5,270,paid,N
5,271,free,N
5,272,paid,N
5,273,free,SR
5,274,free,N
5,275,free,N
5,276,free,R
5,277,paid,N
5,278,free,N
5,279,free,N
5,280,free,R
5,281,free,SSR
5,282,free,N
5,283,paid,N
5,284,free,N
5,285,free,N
5,286,paid,N
5,287,free,N
5,288,free,N
5,289,paid,N
5,290,paid,SR
5,291,free,R
5,292,free,N
5,293,free,N
5,294,free,SR
5,295,free,N
5,296,free,N
5,297,paid,N
5,298,free,N
5,299,free,N
5,300,free,R
5,301,paid,N
5,302,free,N
5,303,free,R
5,304,paid,N
5,305,free,N
5,306,free,R
5,307,free,N
5,308,free,R
5,309,free,N
5,310,free,N
5,311,free,N
5,312,free,SR
5,313,free,N
5,314,free,N
5,315,paid,N
5,316,free,R
5,317,free,N
5,318,free,N
5,319,free,N
5,320,free,R
5,321,free,N
5,322,free,N
5,323,free,N
5,324,paid,SR
5,325,free,R
5,326,free,R
5,327,free,R
5,328,free,N
5,329,paid,N
5,330,free,R
5,331,free,R
5,332,free,N
5,333,free,N
5,334,free,SR
5,335,free,N
5,336,free,N
5,337,free,N
5,338,free,R
5,339,free,N
5,340,free,N
5,341,free,N
5,342,free,R
5,343,paid,N
5,344,free,SSR
5,345,paid,SR
5,346,free,SR
5,347,free,N
5,348,free,R
5,349,free,N
5,350,paid,R
5,351,free,SR
5,352,paid,SR
5,353,paid,N
5,354,free,R
5,355,paid,N
5,356,paid,R
5,357,free,N
5,358,free,R
5,359,free,N
5,360,free,N
5,361,free,N
5,362,free,R
5,363,free,R
5,364,paid,R
5,365,free,N
5,366,free,N
5,367,free,R
5,368,free,R
5,369,free,N
5,370,free,SR
5,371,free,N
5,372,free,N
5,373,free,SR
5,374,free,N
5,375,free,SR
5,376,paid,N
5,377,free,R
5,378,free,N
5,379,free,N
5,380,free,N
5,381,paid,N
5,382,free,R
5,383,free,N
5,384,free,N
5,385,paid,R
5,386,free,SR
5,387,free,N
5,388,paid,R
5,389,free,N
5,390,free,N
5,391,free,R
5,392,paid,N
5,393,free,N
5,394,free,SR
5,395,free,N
5,396,free,R
5,397,paid,N
5,398,paid,SR
5,399,free,N
5,400,free,N
5,401,free,N
5,402,free,N
5,403,free,N
5,404,free,R
5,405,free,SR
5,406,free,N
5,407,free,N
5,408,paid,N
5,409,free,N
5,410,paid,R
5,411,paid,N
5,412,free,R
5,413,free,SR
5,414,free,N
5,415,free,R
5,416,free,R
5,417,free,N
5,418,free,R
5,419,paid,N
5,420,paid,N
5,421,free,N
5,422,free,N
5,423,free,N
5,424,free,SR
5,425,free,R
6,1,free,N
6,2,free,R
6,3,free,N
6,4,free,R
6,5,free,N
6,6,paid,N
6,7,free,N
6,8,paid,N
6,9,free,R
6,10,free,N
6,11,free,SR
6,12,free,R
6,13,free,N
6,14,free,N
6,15,free,N
6,16,free,R
6,17,free,N
6,18,free,N
6,19,paid,SR
6,20,free,N
6,21,paid,N
6,22,free,N
6,23,free,R
6,24,free,N
6,25,free,R
6,26,free,R
6,27,free,N
6,28,free,N
6,29,paid,R
6,30,free,N
6,31,free,N
6,32,free,N
6,33,free,N
6,34,free,SR
6,35,paid,N
6,36,free,SR
6,37,free,R
6,38,free,R
6,39,free,SR
6,40,free,N
6,41,free,N
6,42,paid,R
6,43,paid,R
6,44,free,SR
6,45,free,N
6,46,free,N
6,47,paid,N
6,48,free,N
6,49,free,N
6,50,free,SR
6,51,free,R
6,52,paid,N
6,53,free,N
6,54,paid,N
6,55,free,N
6,56,paid,N
6,57,free,N
6,58,paid,R
6,59,free,R
6,60,free,R
6,61,free,N
6,62,free,R
6,63,free,N
6,64,free,N
6,65,paid,SR
6,66,free,N
6,67,free,N
6,68,free,SR
6,69,free,SR
6,70,free,N
6,71,paid,R
6,72,free,N
6,73,free,SSR
6,74,paid,R
6,75,free,N
6,76,free,N
6,77,free,R
6,78,free,N
6,79,paid,N
6,80,free,SSR
6,81,free,N
6,82,paid,N
6,83,free,N
6,84,paid,SSR
6,85,free,R
6,86,paid,N
6,87,free,N
6,88,paid,N
6,89,paid,R
6,90,paid,N
6,91,free,R
6,92,free,N
6,93,free,N
6,94,free,SR
6,95,free,N
6,96,free,R
6,97,free,N
6,98,free,N
6,99,free,N
6,100,free,N
6,101,free,R
6,102,free,N
6,103,free,N
6,104,free,R
6,105,free,R
6,106,free,N
6,107,free,N
6,108,paid,R
6,109,free,N
6,110,free,R
6,111,free,R
6,112,free,R
6,113,free,R
6,114,free,N
6,115,free,N
6,116,paid,SR
6,117,free,N
6,118,free,R
6,119,free,SR
6,120,free,R
6,121,paid,N
6,122,free,N
6,123,free,N
6,124,paid,N
6,125,free,R
6,126,free,SSR
6,127,free,N
6,128,free,N
6,129,paid,N
6,130,free,SR
6,131,free,R
6,132,free,N
6,133,free,SR
6,134,free,R
6,135,free,N
6,136,free,N
6,137,free,N
6,138,free,R
6,139,free,N
6,140,free,N
6,141,free,N
6,142,free,SR
6,143,free,N
6,144,paid,N
6,145,free,SSR
6,146,free,R
6,147,paid,N
6,148,free,R
6,149,paid,N
6,150,free,R
6,151,free,SR
6,152,free,R
6,153,free,N
6,154,free,N
6,155,free,N
6,156,free,N
6,157,paid,R
6,158,free,N
6,159,free,N
6,160,free,N
6,161,free,N
6,162,free,N
6,163,paid,R
6,164,free,SR
6,165,free,N
6,166,free,SR
6,167,free,R
6,168,paid,N
6,169,paid,R
6,170,paid,R
6,171,free,N
6,172,free,N
6,173,free,N
6,174,paid,SR
6,175,free,N
6,176,free,N
6,177,free,N
6,178,paid,N
6,179,free,SSR
6,180,free,N
6,181,free,N
6,182,paid,SR
6,183,free,SR
6,184,free,SR
6,185,paid,N
6,186,free,N
6,187,free,SSR
6,188,free,N
6,189,free,SR
6,190,free,N
6,191,paid,R
6,192,free,N
6,193,free,N
6,194,paid,N
6,195,paid,N
6,196,paid,SR
6,197,paid,N
6,198,free,N
6,199,free,R
6,200,free,N
6,201,paid,N
6,202,paid,N
6,203,free,SR
6,204,free,R
6,205,free,R
6,206,free,R
6,207,free,N
6,208,paid,N
6,209,paid,N
6,210,paid,R
6,211,free,N
6,212,free,SSR
6,213,free,R
6,214,free,N
6,215,free,N
6,216,free,N
6,217,free,N
6,218,free,N
6,219,free,N
6,220,free,N
6,221,free,R
6,222,free,SR
6,223,free,N
6,224,free,SR
6,225,paid,SSR
6,226,free,N
6,227,free,R
6,228,free,N
6,229,free,N
6,230,free,N
6,231,free,N
6,232,free,N
6,233,free,N
6,234,free,N
6,235,paid,N
6,236,free,N
6,237,paid,N
6,238,free,N
6,239,free,SSR
6,240,free,R
6,241,free,N
6,242,free,N
6,243,free,SR
6,244,free,N
6,245,free,SSR
6,246,free,N
6,247,paid,SR
6,248,free,N
6,249,free,R
6,250,free,R
6,251,free,SR
6,252,paid,N
6,253,free,R
6,254,free,N
6,255,free,N
6,256,free,N
6,257,paid,SR
6,258,free,N
6,259,free,N
6,260,paid,R
6,261,free,N
6,262,free,N
6,263,free,N
6,264,free,SR
6,265,free,R
6,266,free,SR
6,267,paid,N
6,268,paid,R
6,269,free,N
6,270,free,R
6,271,free,N
6,272,paid,SR
6,273,free,SSR
6,274,paid,R
6,275,free,R
6,276,free,N
6,277,free,R
6,278,free,R
6,279,free,R
6,280,free,N
6,281,free,N
6,282,free,R
6,283,paid,N
6,284,free,N
6,285,paid,N
6,286,free,N
6,287,paid,R
6,288,free,N
6,289,paid,SR
6,290,paid,SSR
6,291,free,R
6,292,paid,N
6,293,free,SR
6,294,free,N
6,295,paid,N
6,296,free,N
6,297,paid,N
6,298,paid,N
6,299,paid,SR
6,300,free,N
6,301,free,N
6,302,paid,SR
6,303,free,R
6,304,free,SR
6,305,free,R
6,306,free,R
6,307,free,N
6,308,free,N
6,309,free,N
6,310,free,N
6,311,free,N
6,312,paid,N
6,313,paid,N
6,314,free,N
6,315,free,N
6,316,free,N
6,317,free,R
6,318,paid,N
6,319,free,R
6,320,free,R
6,321,free,N
6,322,free,R
6,323,free,N
6,324,free,R
6,325,paid,N
6,326,free,SR
6,327,free,N
6,328,free,R
6,329,free,N
6,330,free,SSR
6,331,paid,N
6,332,free,N
6,333,free,R
6,334,free,R
6,335,free,N
6,336,free,N
6,337,free,N
6,338,free,SR
6,339,free,N
6,340,paid,R
6,341,free,N
6,342,free,SR
6,343,free,N
6,344,free,N
6,345,free,N
6,346,paid,SR
6,347,free,SR
6,348,free,R
6,349,free,SR
6,350,free,N
6,351,paid,N
6,352,free,N
6,353,paid,R
6,354,free,N
6,355,free,SR
6,356,paid,N
6,357,paid,N
6,358,free,N
6,359,free,R
6,360,free,N
6,361,free,SR
6,362,free,N
6,363,free,R
6,364,free,N
6,365,free,SR
6,366,paid,N
6,367,paid,R
6,368,free,N
6,369,free,SR
6,370,free,N
6,371,paid,R
6,372,free,N
6,373,free,N
6,374,free,N
6,375,free,R
6,376,free,N
6,377,free,R
6,378,free,R
6,379,paid,N
6,380,free,N
6,381,free,N
6,382,free,R
6,383,free,R
6,384,free,N
6,385,free,R
6,386,free,N
6,387,paid,N
6,388,free,N
6,389,free,SR
6,390,free,N
6,391,paid,N
6,392,free,SR
6,393,free,R
6,394,free,N
6,395,free,N
6,396,paid,N
6,397,paid,N
6,398,free,R
6,399,free,SR
6,400,free,SR
6,401,free,R
6,402,paid,R
6,403,free,N
6,404,paid,N
6,405,free,R
6,406,free,R
6,407,free,N
6,408,free,N
6,409,free,N
6,410,paid,N
6,411,free,N
6,412,free,N
6,413,free,R
6,414,free,N
6,415,free,N
6,416,free,N
6,417,free,N
6,418,free,R
6,419,free,N
6,420,free,N
6,421,free,N
6,422,free,N
6,423,free,N
6,424,free,R
6,425,free,N
6,426,paid,N
6,427,free,N
6,428,paid,SR
6,429,paid,R
7,1,free,N
7,2,paid,SR
7,3,free,N
7,4,paid,R
7,5,free,N
7,6,free,SSR
7,7,free,R
7,8,free,SR
7,9,free,SR
7,10,free,N
7,11,free,R
7,12,paid,SR
7,13,free,N
7,14,free,R
7,15,paid,N
7,16,free,R
7,17,free,N
7,18,free,R
7,19,free,N
7,20,free,N
7,21,free,N
7,22,free,SR
7,23,paid,SR
7,24,free,N
7,25,free,N
7,26,free,N
7,27,free,R
7,28,paid,N
7,29,free,N
7,30,free,N
7,31,free,N
7,32,free,SR
7,33,free,R
7,34,free,N
7,35,free,R
7,36,free,N
7,37,free,SR
7,38,free,N
7,39,free,N
7,40,free,N
7,41,free,N
7,42,free,N
7,43,free,N
7,44,free,SR
7,45,paid,N
7,46,paid,N
7,47,free,N
7,48,free,N
7,49,free,SR
7,50,paid,SR
7,51,free,SR
7,52,paid,N
7,53,free,N
7,54,free,N
7,55,free,SR
7,56,paid,SR
7,57,paid,R
7,58,free,R
7,59,free,SR
7,60,free,N
7,61,paid,R
7,62,free,N
7,63,free,R
7,64,free,N
7,65,paid,N
7,66,free,N
7,67,paid,N
7,68,free,N
7,69,free,N
7,70,paid,N
7,71,free,N
7,72,paid,N
7,73,free,R
7,74,free,N
7,75,paid,N
7,76,free,N
7,77,free,N
7,78,free,R
7,79,free,N
7,80,free,SR
7,81,free,N
7,82,paid,N
7,83,paid,R
7,84,free,N
7,85,free,SR
7,86,paid,N
7,87,paid,SR
7,88,paid,N
7,89,paid,R
7,90,free,N
7,91,paid,N
7,92,free,N
7,93,free,N
7,94,paid,N
7,95,paid,N
7,96,free,SR
7,97,free,N
7,98,free,R
7,99,paid,R
7,100,paid,N
7,101,free,N
7,102,free,N
7,103,free,R
7,104,free,N
7,105,free,R
7,106,free,N
7,107,free,R
7,108,paid,R
7,109,free,R
7,110,paid,N
7,111,free,N
7,112,paid,N
7,113,free,R
7,114,free,N
7,115,free,SSR
7,116,free,N
7,117,free,N
7,118,paid,SR
7,119,free,N
7,120,free,N
7,121,free,N
7,122,free,N
7,123,free,R
7,124,paid,R
7,125,free,R
7,126,free,N
7,127,free,SR
7,128,paid,R
7,129,free,R
7,130,paid,R
7,131,paid,N
7,132,free,R
7,133,paid,R
7,134,free,SSR
7,135,free,N
7,136,free,N
7,137,free,SR
7,138,paid,R
7,139,free,N
7,140,free,N
7,141,free,N
7,142,paid,R
7,143,paid,N
7,144,free,R
7,145,paid,N
7,146,free,SR
7,147,free,N
7,148,free,SR
7,149,free,N
7,150,free,R
7,151,paid,R
7,152,free,SR
7,153,free,N
7,154,free,N
7,155,paid,N
7,156,paid,N
7,157,free,N
7,158,free,N
7,159,free,N
7,160,free,R
7,161,free,N
7,162,free,SSR
7,163,paid,N
7,164,free,N
7,165,free,R
7,166,free,R
7,167,free,N
7,168,free,R
7,169,paid,R
7,170,free,N
7,171,free,N
7,172,free,N
7,173,paid,N
7,174,free,SR
7,175,free,SR
7,176,free,N
7,177,paid,N
7,178,free,N
7,179,paid,N
7,180,free,N
7,181,paid,N
7,182,free,R
7,183,paid,N
7,184,free,SR
7,185,free,R
7,186,free,R
7,187,free,N
7,188,paid,N
7,189,free,SR
7,190,free,N
7,191,free,SR
7,192,free,N
7,193,free,N
7,194,free,N
7,195,paid,N
7,196,free,N
7,197,free,N
7,198,free,N
7,199,free,SR
7,200,free,SR
7,201,free,N
7,202,free,R
7,203,paid,R
7,204,free,SR
7,205,free,R
7,206,free,R
7,207,free,SSR
7,208,free,SR
7,209,free,N
7,210,free,SR
7,211,free,N
7,212,free,SR
7,213,paid,SSR
7,214,free,SR
7,215,free,N
7,216,paid,N
7,217,paid,SR
7,218,free,N
7,219,free,N
7,220,free,R
7,221,free,SR
7,222,free,SR
7,223,free,N
7,224,free,N
7,225,free,N
7,226,free,N
7,227,paid,N
7,228,free,N
7,229,paid,N
7,230,paid,R
7,231,free,N
7,232,paid,R
7,233,free,N
7,234,free,N
7,235,free,N
7,236,free,N
7,237,free,N
7,238,free,N
7,239,free,N
7,240,free,N
7,241,free,N
7,242,free,N
7,243,paid,SR
7,244,free,N
7,245,free,N
7,246,free,N
7,247,paid,R
7,248,free,N
7,249,free,N
7,250,free,N
7,251,free,N
7,252,free,R
7,253,paid,SSR
7,254,free,N
7,255,paid,SR
7,256,paid,SR
7,257,paid,N
7,258,free,N
7,259,free,N
7,260,free,R
7,261,paid,N
7,262,free,N
7,263,paid,N
7,264,paid,N
7,265,free,N
7,266,free,N
7,267,free,R
7,268,free,N
7,269,paid,N
7,270,free,SR
7,271,free,N
7,272,free,N
7,273,free,N
7,274,free,R
7,275,free,N
7,276,free,N
7,277,free,R
7,278,free,SR
7,279,free,N
7,280,paid,N
7,281,paid,N
7,282,free,N
7,283,free,N
7,284,free,N
7,285,free,N
7,286,paid,R
7,287,free,R
7,288,free,N
7,289,free,SR
7,290,free,R
7,291,paid,SR
7,292,paid,N
7,293,free,R
7,294,paid,SSR
7,295,paid,R
7,296,free,N
7,297,free,SR
7,298,free,N
7,299,paid,SR
7,300,free,SR
7,301,free,N
7,302,free,N
7,303,free,R
7,304,free,N
7,305,free,R
7,306,free,R
7,307,free,N
7,308,free,N
7,309,paid,N
7,310,paid,R
7,311,free,N
7,312,free,N
7,313,free,N
7,314,paid,N
7,315,free,N
7,316,paid,N
7,317,free,N
7,318,free,R
7,319,free,R
7,320,paid,N
7,321,free,N
7,322,paid,SSR
7,323,free,N
7,324,free,N
7,325,free,SR
7,326,free,SR
7,327,free,R
7,328,free,N
7,329,free,SR
7,330,free,N
7,331,free,N
7,332,free,SSR
7,333,free,SR
7,334,free,R
7,335,free,N
7,336,paid,SR
7,337,free,N
7,338,free,N
7,339,paid,R
7,340,free,N
7,341,paid,N
7,342,free,N
7,343,free,SR
7,344,paid,N
7,345,free,N
7,346,free,N
7,347,paid,N
7,348,free,N
7,349,free,R
7,350,free,N
7,351,paid,R
7,352,free,N
7,353,free,N
7,354,free,N
7,355,free,R
7,356,paid,N
7,357,paid,R
7,358,free,N
7,359,paid,R
7,360,free,N
7,361,free,SSR
7,362,free,R
7,363,free,N
7,364,free,SR
7,365,free,N
7,366,free,N
7,367,free,SR
7,368,free,N
7,369,free,N
7,370,paid,R
7,371,free,R
7,372,paid,R
7,373,free,N
7,374,free,SR
7,375,free,N
7,376,free,R
7,377,free,N
7,378,free,R
7,379,paid,N
7,380,free,N
7,381,free,N
7,382,paid,SR
7,383,paid,N
7,384,free,N
7,385,free,R
7,386,paid,SR
7,387,free,R
7,388,free,N
7,389,paid,N
7,390,paid,SR
7,391,free,N
7,392,paid,N
7,393,free,N
7,394,paid,N
7,395,free,N
7,396,free,N
7,397,free,N
7,398,paid,SR
7,399,free,R
7,400,free,R
7,401,free,SR
7,402,free,R
7,403,free,R
7,404,paid,N
7,405,free,N
7,406,free,N
7,407,free,N
7,408,free,N
7,409,free,R
7,410,paid,R
7,411,free,SR
7,412,free,N
7,413,paid,N
7,414,free,SR
7,415,paid,N
7,416,paid,R
7,417,free,N
8,1,free,R
8,2,free,N
8,3,free,R
8,4,free,SR
8,5,free,R
8,6,free,R
8,7,free,SR
8,8,free,SR
8,9,paid,R
8,10,paid,N
8,11,free,N
8,12,free,SR
8,13,free,R
8,14,free,N
8,15,paid,R
8,16,free,N
8,17,free,SSR
8,18,free,N
8,19,free,SR
8,20,free,R
8,21,free,N
8,22,paid,R
8,23,free,N
8,24,free,R
8,25,free,N
8,26,paid,N
8,27,free,R
8,28,free,SR
8,29,free,SR
8,30,free,R
8,31,free,N
8,32,free,N
8,33,paid,N
8,34,paid,R
8,35,paid,SR
8,36,free,N
8,37,paid,N
8,38,free,N
8,39,free,N
8,40,paid,R
8,41,free,R
8,42,free,N
8,43,free,SSR
8,44,free,R
8,45,free,N
8,46,free,SR
8,47,free,SR
8,48,paid,N
8,49,paid,N
8,50,free,N
8,51,free,R
8,52,free,N
8,53,free,N
8,54,free,N
8,55,free,N
8,56,free,N
8,57,free,N
8,58,free,N
8,59,free,N
8,60,free,N
8,61,free,N
8,62,free,N
8,63,free,R
8,64,free,R
8,65,paid,SSR
8,66,free,N
8,67,paid,N
8,68,free,N
8,69,free,N
8,70,paid,N
8,71,free,N
8,72,free,N
8,73,free,SR
8,74,free,R
8,75,free,SR
8,76,free,R
8,77,free,N
8,78,free,N
8,79,free,N
8,80,free,SSR
8,81,free,R
8,82,free,N
8,83,paid,R
8,84,free,R
8,85,paid,SR
8,86,free,N
8,87,paid,N
8,88,free,R
8,89,paid,SR
8,90,free,R
8,91,paid,N
8,92,free,N
8,93,paid,SR
8,94,paid,N
8,95,free,N
8,96,free,N
8,97,free,SR
8,98,free,SR
8,99,free,SR
8,100,free,R
8,101,paid,N
8,102,paid,N
8,103,free,N
8,104,free,SR
8,105,free,N
8,106,paid,R
8,107,free,R
8,108,free,R
8,109,free,R
8,110,paid,SR
8,111,free,N
8,112,free,N
8,113,free,N
8,114,paid,N
8,115,paid,SSR
8,116,free,SSR
8,117,free,SSR
8,118,free,N
8,119,paid,N
8,120,paid,R
8,121,free,R
8,122,free,SR
8,123,free,N
8,124,paid,N
8,125,free,N
8,126,free,N
8,127,free,R
8,128,paid,SSR
8,129,free,R
8,130,paid,SR
8,131,free,N
8,132,paid,N
8,133,free,N
8,134,free,N
8,135,paid,R
8,136,free,N
8,137,free,N
8,138,free,R
8,139,paid,R
8,140,free,SR
8,141,free,N
8,142,free,N
8,143,free,N
8,144,free,R
8,145,free,SR
8,146,free,N
8,147,free,N
8,148,free,N
8,149,free,SR
8,150,free,N
8,151,paid,R
8,152,free,R
8,153,free,N
8,154,paid,R
8,155,free,R
8,156,paid,N
8,157,free,SR
8,158,free,N
8,159,free,N
8,160,free,N
8,161,free,N
8,162,paid,R
8,163,free,R
8,164,free,N
8,165,free,R
8,166,free,N
8,167,free,N
8,168,free,N
8,169,paid,N
8,170,free,N
8,171,paid,R
8,172,free,N
8,173,free,SR
8,174,free,SR
8,175,free,SR
8,176,free,N
8,177,free,N
8,178,free,N
8,179,free,N
8,180,free,N
8,181,paid,SR
8,182,free,N
8,183,free,N
8,184,free,N
8,185,free,SR
8,186,free,R
8,187,paid,R
8,188,free,R
8,189,paid,R
8,190,paid,N
8,191,free,R
8,192,free,N
8,193,paid,N
8,194,free,N
8,195,free,N
8,196,free,N
8,197,free,R
8,198,free,R
8,199,free,R
8,200,free,N
8,201,free,R
8,202,free,N
8,203,free,SR
8,204,free,N
8,205,paid,SR
8,206,free,N
8,207,paid,N
8,208,free,N
8,209,paid,SR
8,210,paid,N
8,211,paid,R
8,212,free,N
8,213,free,R
8,214,free,N
8,215,free,N
8,216,free,R
8,217,free,SR
8,218,paid,N
8,219,free,R
8,220,free,N
8,221,free,N
8,222,free,R
8,223,free,N
8,224,free,R
8,225,free,N
8,226,free,N
8,227,free,N
8,228,free,N
8,229,free,SR
8,230,free,R
8,231,paid,N
8,232,free,R
8,233,paid,SR
8,234,paid,N
8,235,free,N
8,236,free,R
8,237,paid,N
8,238,free,SR
8,239,free,R
8,240,paid,SSR
8,241,free,N
8,242,free,R
8,243,paid,N
8,244,free,R
8,245,free,R
8,246,free,N
8,247,free,N
8,248,free,SSR
8,249,paid,N
8,250,free,R
8,251,paid,SSR
8,252,free,N
8,253,free,N
8,254,free,N
8,255,free,SSR
8,256,paid,N
8,257,free,N
8,258,free,N
8,259,paid,N
8,260,free,N
8,261,paid,N
8,262,free,N
8,263,free,SR
8,264,paid,N
8,265,paid,N
8,266,free,N
8,267,free,N
8,268,free,N
8,269,free,N
8,270,free,N
8,271,free,N
8,272,paid,R
8,273,paid,N
8,274,free,N
8,275,free,N
8,276,free,N
8,277,free,N
8,278,free,R
8,279,free,SR
8,280,paid,N
8,281,paid,R
8,282,free,R
8,283,free,N
8,284,free,R
8,285,free,R
8,286,free,SR
8,287,free,N
8,288,paid,N
8,289,free,N
8,290,free,N
8,291,free,SR
8,292,free,N
8,293,paid,R
8,294,free,N
8,295,free,N
8,296,free,R
8,297,free,N
8,298,paid,SSR
8,299,free,SR
8,300,free,SR
8,301,free,N
8,302,free,SR
8,303,free,N
8,304,free,R
8,305,free,R
8,306,free,N
8,307,free,N
8,308,free,N
8,309,free,N
8,310,free,N
8,311,free,SR
8,312,paid,N
8,313,free,N
8,314,free,N
8,315,free,N
8,316,free,R
8,317,free,R
8,318,paid,N
8,319,free,N
8,320,free,N
8,321,free,N
8,322,paid,R
8,323,free,N
8,324,free,N
8,325,free,N
8,326,paid,SR
8,327,free,N
8,328,free,N
8,329,free,N
8,330,free,SR
8,331,free,R
8,332,free,R
8,333,paid,SR
8,334,free,N
8,335,free,N
8,336,free,R
8,337,paid,N
8,338,free,R
8,339,free,SR
8,340,free,SR
8,341,paid,SR
8,342,free,N
8,343,paid,N
8,344,free,R
8,345,free,R
8,346,free,N
8,347,paid,N
8,348,free,N
8,349,free,N
8,350,free,SR
8,351,paid,N
